Latitude,Longitude,Change in first leaf date
37.32,-79.21,-4.5
39.4,-77.98,-13.85
39.65,-79.92,-9
36.9,-76.19,-2.275
39.87,-75.23,-13.925
37.51,-77.32,-6.025
37.32,-79.97,-5.175
38.85,-77.03,-10.9
34.19,-79.73,-1.6
34.27,-77.9,-0.625
36.94,-76.29,-5.257142857
34.9,-76.88,0.475
36.82,-76.03,-3
39.67,-75.61,-14.675
32.78,-79.92,-2.7
38.52,-89.85,-11.54285714
32.33,-88.75,-0.525
38.38,-81.59,-3.65
39.28,-81.56,-4.966666667
31.54,-82.51,-2.125
33.59,-85.85,-0.35
35.6,-82.56,-4.325
33.95,-83.33,-7.3
33.63,-84.44,-5.425
33.57,-86.75,-1.5
36.48,-82.4,-4.375
31.15,-81.39,-2.025
32.9,-80.04,-2.975
35.22,-80.95,-1.775
35.03,-85.2,-5.65
33.95,-81.12,-4.05
30.48,-81.7,0.675
35.82,-83.99,-0.15
35.06,-89.99,-2.875
30.68,-88.24,1.075
32.3,-86.41,-0.075
34.74,-87.6,-2.275
36.11,-86.69,-4.975
30.48,-87.19,-0.15
32.52,-92.03,1.575
32.45,-93.84,-0.15
30.32,-97.76,-0.95
31.62,-97.23,1.175
32.84,-96.84,-1.5
32.41,-99.68,0.975
34.73,-92.24,-1.275
35.33,-94.37,-2.55
33.98,-98.49,0.25
35.39,-97.6,-2.25
36.2,-95.88,-2.425
36.74,-97.1,-3.05
30.54,-91.15,2.35
36.3,-99.77,-2.4
30.2,-91.99,0.825
33.46,-93.99,-0.675
33.5,-90.09,-1.425
37.16,-98.03,0.416666667
37.67,-95.48,-5.925
37.76,-99.97,-5.3
37.15,-94.5,-2.975
39.13,-94.59,-9.05
38.75,-90.37,-5.425
37.24,-93.4,-5.225
39.07,-95.63,-13.65
44.32,-69.8,-2.675
44.8,-68.82,-3.5
46.87,-68.02,-4.325
46.12,-67.79,-0.55
40.78,-73.88,-14.55
42.95,-78.74,-7.55
40.68,-74.17,-15.675
42.75,-73.8,-9.2
40.65,-75.45,-16.175
42.36,-71.01,-9.725
41.94,-72.68,-9.444444444
44.47,-73.15,-6.15
43.21,-71.5,-5.825
43.34,-73.61,-3.625
41.74,-72.65,-11.15
44.27,-71.3,-3.475
43.64,-70.3,-6.825
41.72,-71.43,-14.675
43.12,-77.68,-9.4
43.11,-76.1,-6.05
41.33,-75.72,-14.44444444
41.24,-76.92,-9.05
42.61,-82.82,-7.028571429
40.31,-88.16,-8.375
44.27,-85.4,-2.175
41.41,-81.86,-13.65
39.99,-82.88,-7.625
42.41,-83.01,-9.1
41.01,-83.67,-13.9
42.97,-83.75,-10.95
40.97,-85.21,-12.425
43.98,-84.49,-2.675
42.26,-84.46,-9.45
43.14,-89.35,-5.95
46.55,-87.38,5.625
42.96,-87.9,-9.725
43.17,-86.24,-7.625
45.56,-84.79,-2.35
40.67,-89.68,-13.1
43.53,-84.08,-6.45
41.45,-82.72,-9.175
46.48,-84.36,-2.675
41.71,-86.32,-9.525
44.74,-85.57,-4.975
41.25,-80.67,-17.1
42.08,-80.18,-12.325
40.92,-81.44,-19.425
44.93,-89.63,-5.025
44.5,-88.11,-5.5
45.87,-95.39,-5.475
46.84,-92.21,-7.2
46.92,-96.81,-3.575
47.94,-97.18,-0.95
48.56,-93.4,-3.3
46.93,-98.67,-1.425
43.88,-91.25,-9.775
44.89,-93.23,-5.3
41.45,-90.52,-11.625
48.97,-97.24,0.365079365
43.9,-92.49,-5.15
45.54,-94.05,-3.9
45.46,-98.41,-5.675
41.53,-93.65,-11.7
40.96,-98.31,-14.075
44.38,-98.22,-7.15
43.15,-93.33,-5.2
41.98,-97.43,-14
41.31,-95.9,-15.25
42.39,-96.38,-11.475
43.59,-96.73,-9.475
44.9,-97.15,-4.575
41.1,-92.44,-12.675
44.87,-91.49,-4.35
44.55,-95.08,-6.5
45.77,-92.69,-2.166666667
34.43,-100.28,1.025
33.31,-104.51,-0.6
31.94,-102.19,0.325
31.37,-100.49,1.45
31.78,-103.2,3.2
33.65,-101.81,-3.7
31.81,-106.38,0.55
35.23,-101.71,-5.1
35.04,-106.62,-2.2
36.45,-103.15,-7.05
35.66,-105.14,-9.5
37.44,-105.86,-13.825
39.76,-104.87,-4.675
39.37,-101.7,-13.7
39.13,-108.54,-8.425
38.05,-103.51,-8.625
37.26,-104.33,-4.042857143
33.81,-118.15,-4.916666667
39.3,-114.85,-10.525
35.43,-119.06,-0.875
37.37,-118.36,-13.275
33.62,-114.71,-2.025
32.13,-110.96,-2.65
34.85,-116.79,-1.025
36.07,-115.16,-8.55
38.37,-110.72,-10.07142857
33.94,-118.39,-3.6
34.77,-114.62,-4.7
33.43,-112,-5.325
34.65,-112.42,-11.95
39.51,-119.77,-21.85
32.73,-117.18,-2.8
34.42,-119.84,-2.25
35.03,-110.72,-7.825
38.51,-121.5,-4.825
36.66,-121.61,-3.928571429
37.62,-122.37,-4.671428571
37.89,-121.23,-4.675
37.63,-120.96,-3.333333333
38.56,-121.42,-4.55
37.77,-122.43,-3.525
34.89,-120.45,-4
46.77,-100.76,-7.15
46.8,-102.8,-7.05
48.25,-101.27,-8.5
40.17,-103.21,-12.15
41.15,-104.81,-13.875
40.52,-101.03,-7.761904762
42.82,-108.73,-8.471428571
41.32,-105.67,-6.375
41.12,-100.67,-12.175
44.38,-100.29,-11.05
41.59,-109.05,-8.3
41.87,-103.6,-11.9
44.76,-106.97,-10.575
42.86,-100.55,-16.85
45.81,-108.55,-9.15
47.05,-109.46,-7.9
46.43,-105.88,-8.875
41.81,-107.2,-8.972222222
42.9,-106.47,-8.025
44.05,-103.05,-6.65
40.82,-115.79,-14.625
40.77,-111.97,-12.65
40.9,-117.81,-8.9
44.84,-117.81,-10.775
43.57,-116.24,-11.55
45.79,-111.16,-10.525
42.55,-113.77,-10.875
45.96,-112.5,-9.2
48.6,-112.38,-12.2
47.31,-119.52,-6.025
47.47,-111.38,-8.475
46.6,-111.99,-12.85
43.52,-112.07,-8.1
46.37,-117.02,-13.275
45.7,-110.44,-10.8
46.92,-114.09,-6.8
45.69,-118.85,-8.175
42.92,-112.57,-10.575
47.62,-117.53,-9.95
46.09,-118.29,-9.425
40.07,-118.57,0.075
40.81,-124.16,-1.825
40.15,-122.25,-7.475
48.8,-122.54,-18.775
45.62,-121.17,-12.5
44.13,-123.22,-9.25
42.38,-122.88,-13.15
46.97,-122.91,-13.75
45.6,-122.61,-12.575
44.26,-121.14,-10.94444444
44.91,-123,-11.6
47.44,-122.31,-22.25
42.6,-123.37,-19.325
46.56,-120.54,-11.825
43.41,-124.24,-6.2
39.23,-106.32,1
39.27,-103.67,-6.325
32.33,-104.26,3.7
38.81,-104.69,-13.275
36.03,-102.55,-1.025
35.07,-108.84,-8.2
32.69,-117.21,-2.75
37.71,-113.1,-7.2
34.02,-118.29,-3
34.23,-111.34,-11
36.78,-119.72,-5.275
35.67,-120.63,-5.225
35.07,-77.05,0.425
38.34,-75.51,-7.775
39.17,-76.68,-10.675
30.4,-84.33,-0.825
36.96,-86.42,-8.325
39.04,-84.67,-9.5
39.91,-84.22,-10.75
38.05,-87.51,-6.05
39.71,-86.28,-9.9
38.03,-84.61,-8.025
38.18,-85.73,-9.125
39.85,-89.68,-10.85
39.95,-81.89,-6.528571429
30.23,-81.67,-0.425
32.52,-84.94,-2.875
34.5,-82.71,-2.225
31.18,-90.47,0.525
34.99,-99.05,-1.675
31.24,-94.75,0.55
34.18,-91.93,0.575
39.94,-91.2,-12.925
33.22,-92.81,2.138888889
38.87,-98.81,-12.2
48.21,-106.62,-9.125
41.16,-73.13,-12.41666667
44.21,-72.57,-2.85
44.93,-74.85,-1.7
40.78,-73.97,-15.375
42.27,-71.87,-7.85
40.64,-73.76,-13.325
43.99,-76.03,-3.35
42.19,-89.09,-10.175
40.48,-80.21,-7.95
42.4,-90.71,-7.097222222
42.55,-92.4,-8.95
42.88,-97.36,-12.22857143
40.08,-95.59,-9
46.9,-95.07,-3.6
64.86,-147.85,-4.425
64.79,-141.2,-2.732142857
61.57,-149.25,-6.861111111
63.72,-148.97,-4.175
64.86,-147.86,-3.875
58.35,-134.56,-16.275
57.05,-135.37,-25.45
59.51,-139.67,-19.275
57.75,-152.49,-19.425
58.68,-156.63,-14.61428571
59.75,-154.91,-14.975
59.64,-151.49,-19.5
55.22,-162.73,-13.52777778
57.16,-170.22,-14.25
60.49,-145.44,-14.625
64.8,-147.88,-4.775
62.96,-141.94,-6.694444444
63.99,-145.72,-5.675
62.16,-145.46,-6.171428571
60.13,-149.42,-9.65
62.96,-155.61,-5.328571429
60.58,-151.24,-10.35
62.32,-150.1,-8
65.17,-152.11,-2.875
66.92,-151.52,-6.652777778
60.79,-161.83,-9.55
66.89,-162.61,-6.714285714
64.51,-165.44,-6.275
